"collection_id","site","species","length_sl_mm"
"NFM09-246","8","Cyprinodon variegatus",36.26
"NFM09-249","11","Cyprinodon variegatus",38.3
"NFM09-249","11","Brevoortia patronus",21.47
"NFM09-249","11","Brevoortia patronus",21.65
"NFM09-249","11","Fundulus grandis",78.83
"NFM09-249","11","Fundulus grandis",73.57
"NFM09-249","11","Fundulus grandis",79.57
"NFM09-249","11","Fundulus grandis",64.86
"NFM09-249","11","Fundulus grandis",47.1
"NFM09-249","11","Fundulus grandis",45.35
"NFM09-249","11","Fundulus grandis",54.72
"NFM09-249","11","Fundulus grandis",60.27
"NFM09-249","11","Fundulus grandis",73.32
"NFM09-249","11","Fundulus grandis",54.52
"NFM09-249","11","Fundulus grandis",78.87
"NFM09-249","11","Fundulus grandis",69.46
"NFM09-249","11","Fundulus grandis",86.31
"NFM09-249","11","Fundulus grandis",62.18
"NFM09-249","11","Fundulus grandis",63.35
"NFM09-249","11","Fundulus grandis",42.79
"NFM09-249","11","Fundulus grandis",43.51
"NFM09-249","11","Fundulus grandis",48.33
"NFM09-252","14","Mugil cephalus",20.11
"NFM09-252","14","Mugil cephalus",21.06
"NFM09-252","14","Cyprinodon variegatus",31.71
"NFM09-252","14","Brevoortia patronus",22.65
"NFM10-254","2","Mugil cephalus",23.81
"NFM10-254","2","Mugil cephalus",24.31
"NFM10-254","2","Mugil cephalus",26.48
"NFM10-254","2","Mugil cephalus",25.51
"NFM10-254","2","Mugil cephalus",25.72
"NFM10-254","2","Mugil cephalus",26.37
"NFM10-254","2","Mugil cephalus",22.69
"NFM10-254","2","Mugil cephalus",21.85
"NFM10-254","2","Mugil cephalus",25.94
"NFM10-254","2","Mugil cephalus",25.44
"NFM10-254","2","Mugil cephalus",24.23
"NFM10-254","2","Mugil cephalus",25.93
"NFM10-254","2","Mugil cephalus",25.13
"NFM10-254","2","Mugil cephalus",24.53
"NFM10-254","2","Mugil cephalus",26.43
"NFM10-254","2","Mugil cephalus",23.75
"NFM10-254","2","Mugil cephalus",26.18
"NFM10-254","2","Mugil cephalus",28.52
"NFM10-254","2","Mugil cephalus",22.37
"NFM10-254","2","Mugil cephalus",26.4
"NFM10-254","2","Mugil cephalus",24.78
"NFM10-254","2","Mugil cephalus",24.98
"NFM10-254","2","Mugil cephalus",25.82
"NFM10-254","2","Mugil cephalus",25.05
"NFM10-254","2","Mugil cephalus",25.88
"NFM10-254","2","Mugil cephalus",24.58
"NFM10-254","2","Mugil cephalus",25.52
"NFM10-254","2","Mugil cephalus",27.54
"NFM10-254","2","Mugil cephalus",26.96
"NFM10-254","2","Mugil cephalus",25.95
"NFM10-254","2","Mugil cephalus",27.66
"NFM10-254","2","Mugil cephalus",24.57
"NFM10-254","2","Mugil cephalus",25.75
"NFM10-254","2","Mugil cephalus",24.69
"NFM10-254","2","Mugil cephalus",24.59
"NFM10-254","2","Mugil cephalus",25.46
"NFM10-254","2","Mugil cephalus",23.89
"NFM10-254","2","Mugil cephalus",24.9
"NFM10-254","2","Mugil cephalus",23.18
"NFM10-254","2","Mugil cephalus",24.53
"NFM10-254","2","Mugil cephalus",22.9
"NFM10-254","2","Mugil cephalus",27.03
"NFM10-254","2","Mugil cephalus",27.92
"NFM10-254","2","Mugil cephalus",25.21
"NFM10-254","2","Leiostomus xanthurus",16.21
"NFM10-254","2","Leiostomus xanthurus",18.62
"NFM10-254","2","Lagodon rhomboides",15.18
"NFM10-255","3","Lagodon rhomboides",14.66
"NFM10-255","3","Lagodon rhomboides",15.83
"NFM10-255","3","Lagodon rhomboides",14.1
"NFM10-255","3","Lagodon rhomboides",14.12
"NFM10-255","3","Lagodon rhomboides",15.24
"NFM10-255","3","Leiostomus xanthurus",20.29
"NFM10-255","3","Leiostomus xanthurus",18.56
"NFM10-255","3","Leiostomus xanthurus",14.62
"NFM10-255","3","Leiostomus xanthurus",16.34
"NFM10-255","3","Leiostomus xanthurus",15.45
"NFM10-255","3","Leiostomus xanthurus",16.84
"NFM10-255","3","Leiostomus xanthurus",18.03
"NFM10-255","3","Leiostomus xanthurus",14.98
"NFM10-255","3","Leiostomus xanthurus",18.77
"NFM10-255","3","Mugil cephalus",24.86
"NFM10-255","3","Mugil cephalus",23.39
"NFM10-255","3","Mugil cephalus",24.79
"NFM10-255","3","Mugil cephalus",23.43
"NFM10-255","3","Mugil cephalus",22.31
"NFM10-255","3","Mugil cephalus",24.03
"NFM10-255","3","Mugil cephalus",23.57
"NFM10-255","3","Mugil cephalus",26.26
"NFM10-255","3","Mugil cephalus",23.74
"NFM10-255","3","Mugil cephalus",25.99
"NFM10-255","3","Mugil cephalus",26.64
"NFM10-255","3","Mugil cephalus",25.67
"NFM10-255","3","Mugil cephalus",25.85
"NFM10-255","3","Mugil cephalus",24.02
"NFM10-255","3","Mugil cephalus",25.64
"NFM10-255","3","Mugil cephalus",24.49
"NFM10-255","3","Mugil cephalus",24.57
"NFM10-255","3","Mugil cephalus",23.16
"NFM10-255","3","Mugil cephalus",21.8
"NFM10-255","3","Mugil cephalus",25.14
"NFM10-255","3","Mugil cephalus",25.41
"NFM10-255","3","Mugil cephalus",22.77
"NFM10-255","3","Mugil cephalus",23.61
"NFM10-255","3","Mugil cephalus",21.81
"NFM10-255","3","Mugil cephalus",25.94
"NFM10-255","3","Mugil cephalus",22.81
"NFM10-255","3","Mugil cephalus",24.33
"NFM10-255","3","Mugil cephalus",26.45
"NFM10-255","3","Mugil cephalus",23.62
"NFM10-255","3","Mugil cephalus",25.42
"NFM10-255","3","Mugil cephalus",22.95
"NFM10-255","3","Mugil cephalus",25.67
"NFM10-255","3","Mugil cephalus",24.42
"NFM10-255","3","Mugil cephalus",21.16
"NFM10-255","3","Mugil cephalus",26.6
"NFM10-255","3","Mugil cephalus",25.63
"NFM10-255","3","Mugil cephalus",23.58
"NFM10-255","3","Mugil cephalus",27.26
"NFM10-255","3","Mugil cephalus",25
"NFM10-255","3","Brevoortia patronus",22.49
"NFM10-255","3","Brevoortia patronus",23.04
"NFM10-255","3","Brevoortia patronus",22.93
"NFM10-255","3","Brevoortia patronus",21.52
"NFM10-255","3","Brevoortia patronus",23.92
"NFM10-255","3","Brevoortia patronus",22.88
"NFM10-255","3","Brevoortia patronus",22.16
"NFM10-255","3","Brevoortia patronus",22.31
"NFM10-255","3","Brevoortia patronus",21.99
"NFM10-255","3","Brevoortia patronus",22.29
"NFM10-255","3","Brevoortia patronus",21.69
"NFM10-255","3","Brevoortia patronus",21.21
"NFM10-255","3","Brevoortia patronus",22.02
"NFM10-255","3","Brevoortia patronus",23.83
"NFM10-255","3","Brevoortia patronus",23.1
"NFM10-255","3","Brevoortia patronus",24.69
"NFM10-255","3","Brevoortia patronus",22.61
"NFM10-255","3","Brevoortia patronus",21.85
"NFM10-255","3","Brevoortia patronus",23.14
"NFM10-255","3","Brevoortia patronus",22.6
"NFM10-255","3","Brevoortia patronus",21.59
"NFM10-255","3","Brevoortia patronus",23.09
"NFM10-255","3","Brevoortia patronus",22.1
"NFM10-255","3","Brevoortia patronus",23.43
"NFM10-255","3","Brevoortia patronus",21.68
"NFM10-255","3","Brevoortia patronus",22.9
"NFM10-255","3","Brevoortia patronus",22.98
"NFM10-255","3","Brevoortia patronus",22.55
"NFM10-255","3","Brevoortia patronus",22.97
"NFM10-255","3","Brevoortia patronus",23.02
"NFM10-255","3","Brevoortia patronus",23.44
"NFM10-255","3","Brevoortia patronus",23.59
"NFM10-255","3","Brevoortia patronus",23.89
"NFM10-255","3","Brevoortia patronus",22.91
"NFM10-255","3","Brevoortia patronus",23.43
"NFM10-255","3","Brevoortia patronus",22.7
"NFM10-255","3","Brevoortia patronus",23.26
"NFM10-255","3","Brevoortia patronus",22.26
"NFM10-255","3","Brevoortia patronus",22.79
"NFM10-255","3","Brevoortia patronus",22.46
"NFM10-255","3","Brevoortia patronus",23.27
"NFM10-255","3","Brevoortia patronus",22.69
"NFM10-255","3","Brevoortia patronus",22.05
"NFM10-255","3","Brevoortia patronus",23.09
"NFM10-255","3","Brevoortia patronus",24.22
"NFM10-255","3","Brevoortia patronus",23.72
"NFM10-255","3","Brevoortia patronus",23.21
"NFM10-255","3","Brevoortia patronus",24.16
"NFM10-255","3","Brevoortia patronus",21.8
"NFM10-255","3","Brevoortia patronus",23.39
"NFM10-255","3","Brevoortia patronus",25.59
"NFM10-255","3","Brevoortia patronus",21.43
"NFM10-255","3","Brevoortia patronus",23.52
"NFM10-255","3","Brevoortia patronus",23.47
"NFM10-255","3","Brevoortia patronus",22.08
"NFM10-255","3","Brevoortia patronus",21.91
"NFM10-255","3","Brevoortia patronus",22.78
"NFM10-255","3","Brevoortia patronus",24.11
"NFM10-255","3","Brevoortia patronus",23.2
"NFM10-255","3","Brevoortia patronus",23.11
"NFM10-255","3","Brevoortia patronus",22.94
"NFM10-255","3","Brevoortia patronus",23.75
"NFM10-255","3","Brevoortia patronus",23.75
"NFM10-255","3","Brevoortia patronus",22.68
"NFM10-255","3","Brevoortia patronus",23.11
"NFM10-255","3","Brevoortia patronus",22.95
"NFM10-255","3","Brevoortia patronus",21.19
"NFM10-255","3","Brevoortia patronus",22.55
"NFM10-255","3","Brevoortia patronus",22.01
"NFM10-255","3","Brevoortia patronus",22.36
"NFM10-255","3","Brevoortia patronus",23.7
"NFM10-255","3","Brevoortia patronus",22.7
"NFM10-255","3","Brevoortia patronus",22.81
"NFM10-255","3","Brevoortia patronus",23.13
"NFM10-255","3","Brevoortia patronus",24.67
"NFM10-255","3","Brevoortia patronus",22.32
"NFM10-255","3","Brevoortia patronus",22.93
"NFM10-255","3","Brevoortia patronus",23
"NFM10-255","3","Brevoortia patronus",21.87
"NFM10-255","3","Brevoortia patronus",22.52
"NFM10-255","3","Brevoortia patronus",21.66
"NFM10-255","3","Brevoortia patronus",22.91
"NFM10-255","3","Brevoortia patronus",23.89
"NFM10-255","3","Brevoortia patronus",23.02
"NFM10-255","3","Brevoortia patronus",24.2
"NFM10-255","3","Brevoortia patronus",23.82
"NFM10-255","3","Brevoortia patronus",22.52
"NFM10-255","3","Brevoortia patronus",21.92
"NFM10-255","3","Brevoortia patronus",21.53
"NFM10-255","3","Brevoortia patronus",23.5
"NFM10-255","3","Brevoortia patronus",21.67
"NFM10-255","3","Brevoortia patronus",22.08
"NFM10-255","3","Brevoortia patronus",23.55
"NFM10-255","3","Brevoortia patronus",21.97
"NFM10-255","3","Brevoortia patronus",21.8
"NFM10-255","3","Brevoortia patronus",22.67
"NFM10-255","3","Brevoortia patronus",23.14
"NFM10-255","3","Brevoortia patronus",22.9
"NFM10-255","3","Brevoortia patronus",22.39
"NFM10-255","3","Brevoortia patronus",22.61
"NFM10-255","3","Brevoortia patronus",22.55
"NFM10-255","3","Brevoortia patronus",23.37
"NFM10-255","3","Brevoortia patronus",22.51
"NFM10-255","3","Brevoortia patronus",20.88
"NFM10-255","3","Brevoortia patronus",22.31
"NFM10-255","3","Brevoortia patronus",23.74
"NFM10-255","3","Brevoortia patronus",21.43
"NFM10-255","3","Brevoortia patronus",23.11
"NFM10-255","3","Brevoortia patronus",23.23
"NFM10-255","3","Brevoortia patronus",23.91
"NFM10-255","3","Brevoortia patronus",23.87
"NFM10-255","3","Brevoortia patronus",22
"NFM10-255","3","Brevoortia patronus",22.34
"NFM10-255","3","Brevoortia patronus",23.94
"NFM10-255","3","Brevoortia patronus",23.2
"NFM10-255","3","Brevoortia patronus",23.3
"NFM10-255","3","Brevoortia patronus",24.05
"NFM10-255","3","Brevoortia patronus",21.88
"NFM10-255","3","Brevoortia patronus",21.58
"NFM10-255","3","Brevoortia patronus",23.45
"NFM10-255","3","Brevoortia patronus",22.16
"NFM10-255","3","Brevoortia patronus",22.21
"NFM10-255","3","Brevoortia patronus",22.96
"NFM10-255","3","Brevoortia patronus",21.26
"NFM10-255","3","Brevoortia patronus",21.7
"NFM10-255","3","Brevoortia patronus",24.25
"NFM10-255","3","Brevoortia patronus",23.64
"NFM10-255","3","Brevoortia patronus",22.88
"NFM10-255","3","Brevoortia patronus",23.43
"NFM10-255","3","Brevoortia patronus",22.85
"NFM10-255","3","Brevoortia patronus",25.96
"NFM10-255","3","Brevoortia patronus",23.62
"NFM10-255","3","Brevoortia patronus",23.24
"NFM10-255","3","Brevoortia patronus",21.06
"NFM10-255","3","Brevoortia patronus",23.02
"NFM10-255","3","Brevoortia patronus",20.83
"NFM10-255","3","Brevoortia patronus",23.4
"NFM10-255","3","Brevoortia patronus",22.42
"NFM10-255","3","Brevoortia patronus",22.19
"NFM10-255","3","Brevoortia patronus",21.46
"NFM10-255","3","Brevoortia patronus",24.31
"NFM10-255","3","Brevoortia patronus",23.08
"NFM10-255","3","Brevoortia patronus",22.57
"NFM10-255","3","Brevoortia patronus",23.41
"NFM10-255","3","Brevoortia patronus",22.06
"NFM10-255","3","Brevoortia patronus",23.06
"NFM10-255","3","Brevoortia patronus",23.6
"NFM10-255","3","Brevoortia patronus",21.63
"NFM10-255","3","Brevoortia patronus",21.63
"NFM10-255","3","Brevoortia patronus",22.75
"NFM10-255","3","Brevoortia patronus",23.07
"NFM10-255","3","Brevoortia patronus",23.05
"NFM10-255","3","Brevoortia patronus",22.36
"NFM10-255","3","Brevoortia patronus",22.05
"NFM10-255","3","Brevoortia patronus",23.3
"NFM10-255","3","Brevoortia patronus",24.47
"NFM10-258","6","Leiostomus xanthurus",15.27
"NFM10-258","6","Leiostomus xanthurus",15.18
"NFM10-258","6","Leiostomus xanthurus",17.8
"NFM10-258","6","Leiostomus xanthurus",17.59
"NFM10-258","6","Leiostomus xanthurus",14.09
"NFM10-258","6","Leiostomus xanthurus",14.73
"NFM10-258","6","Leiostomus xanthurus",18.24
"NFM10-258","6","Leiostomus xanthurus",18.1
"NFM10-258","6","Leiostomus xanthurus",16.24
"NFM10-258","6","Leiostomus xanthurus",14.64
"NFM10-258","6","Leiostomus xanthurus",16.83
"NFM10-258","6","Leiostomus xanthurus",14.38
"NFM10-258","6","Leiostomus xanthurus",17.94
"NFM10-258","6","Lagodon rhomboides",14.89
"NFM10-258","6","Lagodon rhomboides",14.66
"NFM10-258","6","Lagodon rhomboides",15.48
"NFM10-258","6","Lagodon rhomboides",14.46
"NFM10-258","6","Mugil cephalus",23.12
"NFM10-258","6","Mugil cephalus",26.13
"NFM10-258","6","Mugil cephalus",23.85
"NFM10-258","6","Mugil cephalus",23.04
"NFM10-258","6","Mugil cephalus",23.79
"NFM10-258","6","Mugil cephalus",23.59
"NFM10-258","6","Mugil cephalus",26.17
"NFM10-258","6","Mugil cephalus",24.66
"NFM10-258","6","Mugil cephalus",25.18
"NFM10-258","6","Mugil cephalus",21.88
"NFM10-258","6","Mugil cephalus",24.14
"NFM10-258","6","Mugil cephalus",24.81
"NFM10-258","6","Mugil cephalus",24.23
"NFM10-258","6","Mugil cephalus",29.34
"NFM10-258","6","Mugil cephalus",23.91
"NFM10-258","6","Mugil cephalus",27.25
"NFM10-258","6","Mugil cephalus",25.89
"NFM10-258","6","Mugil cephalus",22.2
"NFM10-258","6","Mugil cephalus",21.24
"NFM10-258","6","Mugil cephalus",24.2
"NFM10-258","6","Mugil cephalus",22.87
"NFM10-258","6","Mugil cephalus",24.68
"NFM10-258","6","Mugil cephalus",27.61
"NFM10-258","6","Mugil cephalus",26.63
"NFM10-258","6","Mugil cephalus",25.47
"NFM10-258","6","Mugil cephalus",24.29
"NFM10-258","6","Mugil cephalus",24.03
"NFM10-258","6","Mugil cephalus",22.19
"NFM10-258","6","Mugil cephalus",26.41
"NFM10-258","6","Mugil cephalus",27.13
"NFM10-258","6","Mugil cephalus",25.29
"NFM10-258","6","Mugil cephalus",25.31
"NFM10-258","6","Mugil cephalus",24.5
"NFM10-258","6","Mugil cephalus",26.28
"NFM10-258","6","Mugil cephalus",24.55
"NFM10-258","6","Mugil cephalus",24.59
"NFM10-258","6","Mugil cephalus",24.74
"NFM10-258","6","Mugil cephalus",25.34
"NFM10-258","6","Mugil cephalus",24.47
"NFM10-258","6","Mugil cephalus",25.27
"NFM10-258","6","Mugil cephalus",23.44
"NFM10-258","6","Mugil cephalus",24.87
"NFM10-258","6","Mugil cephalus",26.57
"NFM10-258","6","Mugil cephalus",25.78
"NFM10-258","6","Mugil cephalus",23.64
"NFM10-258","6","Mugil cephalus",24.85
"NFM10-258","6","Mugil cephalus",23.62
"NFM10-258","6","Mugil cephalus",21.62
"NFM10-258","6","Mugil cephalus",26.8
"NFM10-258","6","Mugil cephalus",25.18
"NFM10-258","6","Mugil cephalus",26.08
"NFM10-258","6","Mugil cephalus",25.96
"NFM10-258","6","Mugil cephalus",24.2
"NFM10-258","6","Mugil cephalus",26.15
"NFM10-258","6","Mugil cephalus",23.17
"NFM10-258","6","Mugil cephalus",22.29
"NFM10-258","6","Mugil cephalus",21.34
"NFM10-258","6","Mugil cephalus",27.1
"NFM10-258","6","Mugil cephalus",24.33
"NFM10-258","6","Mugil cephalus",20.99
"NFM10-258","6","Mugil cephalus",26.19
"NFM10-258","6","Mugil cephalus",25.34
"NFM10-258","6","Mugil cephalus",23.84
"NFM10-258","6","Mugil cephalus",21.74
"NFM10-258","6","Mugil cephalus",26.39
"NFM10-258","6","Mugil cephalus",22.75
"NFM10-258","6","Mugil cephalus",24.97
"NFM10-258","6","Mugil cephalus",26.09
"NFM10-258","6","Mugil cephalus",24.67
"NFM10-258","6","Mugil cephalus",23.97
"NFM10-258","6","Mugil cephalus",25.87
"NFM10-258","6","Mugil cephalus",25.72
"NFM10-258","6","Mugil cephalus",21.72
"NFM10-258","6","Mugil cephalus",26.56
"NFM10-258","6","Mugil cephalus",23.27
"NFM10-258","6","Mugil cephalus",25.76
"NFM10-258","6","Mugil cephalus",23.5
"NFM10-258","6","Mugil cephalus",23.94
"NFM10-258","6","Mugil cephalus",22.41
"NFM10-258","6","Mugil cephalus",24.98
"NFM10-258","6","Mugil cephalus",26.4
"NFM10-258","6","Mugil cephalus",25.54
"NFM10-258","6","Mugil cephalus",26.03
"NFM10-258","6","Mugil cephalus",24.84
"NFM10-258","6","Mugil cephalus",24.62
"NFM10-258","6","Mugil cephalus",25.23
"NFM10-258","6","Mugil cephalus",25.35
"NFM10-258","6","Mugil cephalus",26.06
"NFM10-258","6","Mugil cephalus",27.68
"NFM10-258","6","Mugil cephalus",26.73
"NFM10-258","6","Mugil cephalus",20.23
"NFM10-258","6","Mugil cephalus",23.93
"NFM10-258","6","Mugil cephalus",23.44
"NFM10-258","6","Mugil cephalus",21.63
"NFM10-258","6","Mugil cephalus",21.58
"NFM10-258","6","Mugil cephalus",24.19
"NFM10-258","6","Mugil cephalus",24.96
"NFM10-258","6","Mugil cephalus",25.1
"NFM10-258","6","Mugil cephalus",23.99
"NFM10-258","6","Mugil cephalus",23.81
"NFM10-258","6","Mugil cephalus",24.73
"NFM10-258","6","Mugil cephalus",24.85
"NFM10-258","6","Mugil cephalus",26.24
"NFM10-258","6","Mugil cephalus",22.77
"NFM10-258","6","Mugil cephalus",25.39
"NFM10-258","6","Mugil cephalus",24.5
"NFM10-258","6","Mugil cephalus",26.99
"NFM10-258","6","Mugil cephalus",24.35
"NFM10-258","6","Mugil cephalus",24.8
"NFM10-258","6","Mugil cephalus",20.47
"NFM10-258","6","Mugil cephalus",23.93
"NFM10-258","6","Mugil cephalus",25.56
"NFM10-258","6","Mugil cephalus",24.99
"NFM10-258","6","Mugil cephalus",26.91
"NFM10-258","6","Mugil cephalus",23.7
"NFM10-258","6","Mugil cephalus",23.3
"NFM10-258","6","Mugil cephalus",25.63
"NFM10-258","6","Mugil cephalus",23.93
"NFM10-258","6","Mugil cephalus",24.35
"NFM10-258","6","Mugil cephalus",25.02
"NFM10-258","6","Mugil cephalus",21.11
"NFM10-258","6","Mugil cephalus",24.86
"NFM10-258","6","Mugil cephalus",25.93
"NFM10-258","6","Mugil cephalus",27.53
"NFM10-258","6","Mugil cephalus",25.61
"NFM10-258","6","Mugil cephalus",25.4
"NFM10-258","6","Mugil cephalus",24.22
"NFM10-258","6","Mugil cephalus",21.63
"NFM10-258","6","Mugil cephalus",25.27
"NFM10-258","6","Mugil cephalus",26.25
"NFM10-258","6","Mugil cephalus",28.07
"NFM10-258","6","Mugil cephalus",26.59
"NFM10-258","6","Mugil cephalus",23.33
"NFM10-258","6","Mugil cephalus",24.39
"NFM10-258","6","Mugil cephalus",25.64
"NFM10-258","6","Mugil cephalus",24.17
"NFM10-258","6","Mugil cephalus",23.58
"NFM10-258","6","Mugil cephalus",22.66
"NFM10-258","6","Mugil cephalus",25.24
"NFM10-258","6","Mugil cephalus",25.04
"NFM10-258","6","Mugil cephalus",25.99
"NFM10-258","6","Mugil cephalus",24.86
"NFM10-258","6","Mugil cephalus",26.27
"NFM10-258","6","Mugil cephalus",25.49
"NFM10-258","6","Mugil cephalus",26.76
"NFM10-258","6","Mugil cephalus",22.73
"NFM10-258","6","Mugil cephalus",22.34
"NFM10-258","6","Mugil cephalus",24.75
"NFM10-258","6","Mugil cephalus",28.64
"NFM10-258","6","Mugil cephalus",24.42
"NFM10-258","6","Mugil cephalus",22.87
"NFM10-258","6","Mugil cephalus",25.87
"NFM10-258","6","Mugil cephalus",89.65
"NFM10-258","6","Mugil cephalus",23.67
"NFM10-258","6","Mugil cephalus",23.08
"NFM10-258","6","Mugil cephalus",22.66
"NFM10-258","6","Mugil cephalus",24.77
"NFM10-258","6","Mugil cephalus",26.91
"NFM10-258","6","Mugil cephalus",25.67
"NFM10-258","6","Mugil cephalus",24.85
"NFM10-258","6","Mugil cephalus",23.77
"NFM10-258","6","Mugil cephalus",23.99
"NFM10-258","6","Mugil cephalus",20.9
"NFM10-258","6","Mugil cephalus",25.29
"NFM10-258","6","Mugil cephalus",24.32
"NFM10-258","6","Mugil cephalus",24.45
"NFM10-258","6","Mugil cephalus",25.55
"NFM10-258","6","Mugil cephalus",23.35
"NFM10-258","6","Mugil cephalus",21.63
"NFM10-258","6","Mugil cephalus",26.71
"NFM10-258","6","Mugil cephalus",21.14
"NFM10-258","6","Mugil cephalus",21.92
"NFM10-258","6","Mugil cephalus",25.09
"NFM10-258","6","Mugil cephalus",26.42
"NFM10-258","6","Mugil cephalus",25.36
"NFM10-258","6","Mugil cephalus",25.03
"NFM10-258","6","Mugil cephalus",21.64
"NFM10-258","6","Mugil cephalus",23.78
"NFM10-258","6","Mugil cephalus",25.28
"NFM10-258","6","Mugil cephalus",22.13
"NFM10-258","6","Mugil cephalus",22.74
"NFM10-258","6","Mugil cephalus",25.27
"NFM10-258","6","Mugil cephalus",25.67
"NFM10-260","8","Lagodon rhomboides",14.69
"NFM10-260","8","Lagodon rhomboides",13.85
"NFM10-260","8","Lagodon rhomboides",16.12
"NFM10-260","8","Lagodon rhomboides",17.12
"NFM10-260","8","Lagodon rhomboides",15.32
"NFM10-260","8","Lagodon rhomboides",16.24
"NFM10-260","8","Lagodon rhomboides",15.08
"NFM10-260","8","Lagodon rhomboides",14.36
"NFM10-260","8","Lagodon rhomboides",16.24
"NFM10-260","8","Lagodon rhomboides",16.06
"NFM10-260","8","Lagodon rhomboides",18.04
"NFM10-260","8","Lagodon rhomboides",15.54
"NFM10-260","8","Lagodon rhomboides",14.22
"NFM10-260","8","Lagodon rhomboides",14.6
"NFM10-260","8","Lagodon rhomboides",15.88
"NFM10-260","8","Lagodon rhomboides",15.87
"NFM10-260","8","Lagodon rhomboides",14.31
"NFM10-260","8","Lagodon rhomboides",13.98
"NFM10-260","8","Lagodon rhomboides",15.25
"NFM10-260","8","Lagodon rhomboides",14.45
"NFM10-260","8","Lagodon rhomboides",14.63
"NFM10-260","8","Lagodon rhomboides",15.77
"NFM10-260","8","Lagodon rhomboides",14.17
"NFM10-260","8","Lagodon rhomboides",14.6
"NFM10-260","8","Lagodon rhomboides",14.78
"NFM10-260","8","Lagodon rhomboides",15.49
"NFM10-260","8","Lagodon rhomboides",16.01
"NFM10-260","8","Lagodon rhomboides",15.22
"NFM10-260","8","Lagodon rhomboides",14.75
"NFM10-260","8","Fundulus similis",58.13
"NFM10-260","8","Fundulus grandis",45.3
"NFM10-260","8","Fundulus grandis",53.67
"NFM10-260","8","Fundulus grandis",53.81
"NFM10-260","8","Leiostomus xanthurus",18.09
"NFM10-260","8","Leiostomus xanthurus",17.78
"NFM10-260","8","Leiostomus xanthurus",17.77
"NFM10-260","8","Leiostomus xanthurus",18.65
"NFM10-260","8","Leiostomus xanthurus",16.02
"NFM10-260","8","Leiostomus xanthurus",17.42
"NFM10-260","8","Leiostomus xanthurus",19.06
"NFM10-260","8","Leiostomus xanthurus",22.11
"NFM10-260","8","Leiostomus xanthurus",19.56
"NFM10-260","8","Leiostomus xanthurus",20.62
"NFM10-260","8","Leiostomus xanthurus",18.33
"NFM10-260","8","Leiostomus xanthurus",18.1
"NFM10-260","8","Leiostomus xanthurus",19.42
"NFM10-260","8","Leiostomus xanthurus",18.51
"NFM10-260","8","Leiostomus xanthurus",19.94
"NFM10-260","8","Leiostomus xanthurus",17.37
"NFM10-260","8","Leiostomus xanthurus",18.26
"NFM10-260","8","Leiostomus xanthurus",19.12
"NFM10-260","8","Leiostomus xanthurus",15.8
"NFM10-260","8","Leiostomus xanthurus",19.04
"NFM10-260","8","Leiostomus xanthurus",16.67
"NFM10-260","8","Leiostomus xanthurus",18.24
"NFM10-260","8","Leiostomus xanthurus",14.69
"NFM10-260","8","Leiostomus xanthurus",16.02
"NFM10-260","8","Leiostomus xanthurus",19.09
"NFM10-260","8","Leiostomus xanthurus",18.38
"NFM10-260","8","Leiostomus xanthurus",16.36
"NFM10-260","8","Leiostomus xanthurus",20.09
"NFM10-260","8","Leiostomus xanthurus",18.94
"NFM10-260","8","Leiostomus xanthurus",15.67
"NFM10-260","8","Leiostomus xanthurus",18.13
"NFM10-260","8","Leiostomus xanthurus",16.08
"NFM10-260","8","Leiostomus xanthurus",20.41
"NFM10-260","8","Leiostomus xanthurus",17.38
"NFM10-260","8","Leiostomus xanthurus",20.34
"NFM10-260","8","Leiostomus xanthurus",18.68
"NFM10-260","8","Leiostomus xanthurus",21.11
"NFM10-260","8","Leiostomus xanthurus",15.16
"NFM10-260","8","Leiostomus xanthurus",18.55
"NFM10-260","8","Leiostomus xanthurus",18.12
"NFM10-260","8","Leiostomus xanthurus",17.9
"NFM10-260","8","Leiostomus xanthurus",19.95
"NFM10-260","8","Leiostomus xanthurus",21.45
"NFM10-260","8","Leiostomus xanthurus",20.17
"NFM10-260","8","Leiostomus xanthurus",17.6
"NFM10-260","8","Leiostomus xanthurus",14.73
"NFM10-260","8","Leiostomus xanthurus",17.63
"NFM10-260","8","Leiostomus xanthurus",20.9
"NFM10-260","8","Leiostomus xanthurus",16.57
"NFM10-260","8","Leiostomus xanthurus",20.33
"NFM10-260","8","Leiostomus xanthurus",19.07
"NFM10-260","8","Leiostomus xanthurus",17.33
"NFM10-260","8","Leiostomus xanthurus",15.97
"NFM10-260","8","Leiostomus xanthurus",18.05
"NFM10-260","8","Leiostomus xanthurus",17.06
"NFM10-260","8","Leiostomus xanthurus",21.88
"NFM10-260","8","Leiostomus xanthurus",18.85
"NFM10-260","8","Leiostomus xanthurus",16.39
"NFM10-260","8","Leiostomus xanthurus",18.96
"NFM10-260","8","Leiostomus xanthurus",22.13
"NFM10-260","8","Leiostomus xanthurus",18.69
"NFM10-260","8","Leiostomus xanthurus",17.99
"NFM10-260","8","Leiostomus xanthurus",15.92
"NFM10-260","8","Leiostomus xanthurus",19.51
"NFM10-260","8","Leiostomus xanthurus",14.98
"NFM10-260","8","Leiostomus xanthurus",17.06
"NFM10-260","8","Leiostomus xanthurus",17.09
"NFM10-260","8","Leiostomus xanthurus",17.39
"NFM10-260","8","Leiostomus xanthurus",15.64
"NFM10-260","8","Leiostomus xanthurus",19.2
