"collection_id","site","species","length_sl_mm"
"NFM08-154","14","Leiostomus xanthurus",13.7
"NFM08-154","14","Leiostomus xanthurus",13.7
"NFM08-154","14","Leiostomus xanthurus",13.71
"NFM08-154","14","Leiostomus xanthurus",13.71
"NFM08-154","14","Leiostomus xanthurus",13.71
"NFM08-154","14","Leiostomus xanthurus",13.71
"NFM08-154","14","Leiostomus xanthurus",13.72
"NFM08-154","14","Leiostomus xanthurus",13.72
"NFM08-154","14","Leiostomus xanthurus",13.72
"NFM08-154","14","Leiostomus xanthurus",13.73
"NFM08-154","14","Leiostomus xanthurus",13.74
"NFM08-154","14","Leiostomus xanthurus",13.74
"NFM08-154","14","Leiostomus xanthurus",13.75
"NFM08-154","14","Leiostomus xanthurus",13.75
"NFM08-154","14","Leiostomus xanthurus",13.75
"NFM08-154","14","Leiostomus xanthurus",13.75
"NFM08-154","14","Leiostomus xanthurus",13.76
"NFM08-154","14","Leiostomus xanthurus",13.76
"NFM08-154","14","Leiostomus xanthurus",13.76
"NFM08-154","14","Leiostomus xanthurus",13.76
"NFM08-154","14","Leiostomus xanthurus",13.76
"NFM08-154","14","Leiostomus xanthurus",13.76
"NFM08-154","14","Leiostomus xanthurus",13.76
"NFM08-154","14","Leiostomus xanthurus",13.77
"NFM08-154","14","Leiostomus xanthurus",13.77
"NFM08-154","14","Leiostomus xanthurus",13.77
"NFM08-154","14","Leiostomus xanthurus",13.77
"NFM08-154","14","Leiostomus xanthurus",13.77
"NFM08-154","14","Leiostomus xanthurus",13.77
"NFM08-154","14","Leiostomus xanthurus",13.77
"NFM08-154","14","Leiostomus xanthurus",13.78
"NFM08-154","14","Leiostomus xanthurus",13.78
"NFM08-154","14","Leiostomus xanthurus",13.78
"NFM08-154","14","Leiostomus xanthurus",13.78
"NFM08-154","14","Leiostomus xanthurus",13.79
"NFM08-154","14","Leiostomus xanthurus",13.79
"NFM08-154","14","Leiostomus xanthurus",13.79
"NFM08-154","14","Leiostomus xanthurus",13.79
"NFM08-154","14","Leiostomus xanthurus",13.8
"NFM08-154","14","Leiostomus xanthurus",13.81
"NFM08-154","14","Leiostomus xanthurus",13.81
"NFM08-154","14","Leiostomus xanthurus",13.81
"NFM08-154","14","Leiostomus xanthurus",13.82
"NFM08-154","14","Leiostomus xanthurus",13.82
"NFM08-154","14","Leiostomus xanthurus",13.82
"NFM08-154","14","Leiostomus xanthurus",13.82
"NFM08-154","14","Leiostomus xanthurus",13.82
"NFM08-154","14","Leiostomus xanthurus",13.83
"NFM08-154","14","Leiostomus xanthurus",13.83
"NFM08-154","14","Leiostomus xanthurus",13.83
"NFM08-154","14","Leiostomus xanthurus",13.83
"NFM08-154","14","Leiostomus xanthurus",13.83
"NFM08-154","14","Leiostomus xanthurus",13.84
"NFM08-154","14","Leiostomus xanthurus",13.84
"NFM08-154","14","Leiostomus xanthurus",13.84
"NFM08-154","14","Leiostomus xanthurus",13.84
"NFM08-154","14","Leiostomus xanthurus",13.85
"NFM08-154","14","Leiostomus xanthurus",13.85
"NFM08-154","14","Leiostomus xanthurus",13.85
"NFM08-154","14","Leiostomus xanthurus",13.85
"NFM08-154","14","Leiostomus xanthurus",13.87
"NFM08-154","14","Leiostomus xanthurus",13.87
"NFM08-154","14","Leiostomus xanthurus",13.87
"NFM08-154","14","Leiostomus xanthurus",13.88
"NFM08-154","14","Leiostomus xanthurus",13.88
"NFM08-154","14","Leiostomus xanthurus",13.88
"NFM08-154","14","Leiostomus xanthurus",13.88
"NFM08-154","14","Leiostomus xanthurus",13.88
"NFM08-154","14","Leiostomus xanthurus",13.89
"NFM08-154","14","Leiostomus xanthurus",13.89
"NFM08-154","14","Leiostomus xanthurus",13.89
"NFM08-154","14","Leiostomus xanthurus",13.89
"NFM08-154","14","Leiostomus xanthurus",13.89
"NFM08-154","14","Leiostomus xanthurus",13.89
"NFM08-154","14","Leiostomus xanthurus",13.9
"NFM08-154","14","Leiostomus xanthurus",13.9
"NFM08-154","14","Leiostomus xanthurus",13.9
"NFM08-154","14","Leiostomus xanthurus",13.91
"NFM08-154","14","Leiostomus xanthurus",13.91
"NFM08-154","14","Leiostomus xanthurus",13.91
"NFM08-154","14","Leiostomus xanthurus",13.91
"NFM08-154","14","Leiostomus xanthurus",13.92
"NFM08-154","14","Leiostomus xanthurus",13.92
"NFM08-154","14","Leiostomus xanthurus",13.92
"NFM08-154","14","Leiostomus xanthurus",13.93
"NFM08-154","14","Leiostomus xanthurus",13.93
"NFM08-154","14","Leiostomus xanthurus",13.93
"NFM08-154","14","Leiostomus xanthurus",13.93
"NFM08-154","14","Leiostomus xanthurus",13.94
"NFM08-154","14","Leiostomus xanthurus",13.94
"NFM08-154","14","Leiostomus xanthurus",13.95
"NFM08-154","14","Leiostomus xanthurus",13.95
"NFM08-154","14","Leiostomus xanthurus",13.95
"NFM08-154","14","Leiostomus xanthurus",13.96
"NFM08-154","14","Leiostomus xanthurus",13.96
"NFM08-154","14","Leiostomus xanthurus",13.97
"NFM08-154","14","Leiostomus xanthurus",13.98
"NFM08-154","14","Leiostomus xanthurus",13.98
"NFM08-154","14","Leiostomus xanthurus",13.98
"NFM08-154","14","Leiostomus xanthurus",13.98
"NFM08-154","14","Leiostomus xanthurus",13.99
"NFM08-154","14","Leiostomus xanthurus",13.99
"NFM08-154","14","Leiostomus xanthurus",13.99
"NFM08-154","14","Leiostomus xanthurus",13.99
"NFM08-154","14","Leiostomus xanthurus",14
"NFM08-154","14","Leiostomus xanthurus",14
"NFM08-154","14","Leiostomus xanthurus",14.01
"NFM08-154","14","Leiostomus xanthurus",14.01
"NFM08-154","14","Leiostomus xanthurus",14.01
"NFM08-154","14","Leiostomus xanthurus",14.01
"NFM08-154","14","Leiostomus xanthurus",14.01
"NFM08-154","14","Leiostomus xanthurus",14.03
"NFM08-154","14","Leiostomus xanthurus",14.03
"NFM08-154","14","Leiostomus xanthurus",14.03
"NFM08-154","14","Leiostomus xanthurus",14.07
"NFM08-154","14","Leiostomus xanthurus",14.07
"NFM08-154","14","Leiostomus xanthurus",14.08
"NFM08-154","14","Leiostomus xanthurus",14.08
"NFM08-154","14","Leiostomus xanthurus",14.1
"NFM08-154","14","Leiostomus xanthurus",14.1
"NFM08-154","14","Leiostomus xanthurus",14.11
"NFM08-154","14","Leiostomus xanthurus",14.11
"NFM08-154","14","Leiostomus xanthurus",14.12
"NFM08-154","14","Leiostomus xanthurus",14.13
"NFM08-154","14","Leiostomus xanthurus",14.14
"NFM08-154","14","Leiostomus xanthurus",14.14
"NFM08-154","14","Leiostomus xanthurus",14.15
"NFM08-154","14","Leiostomus xanthurus",14.15
"NFM08-154","14","Leiostomus xanthurus",14.17
"NFM08-154","14","Leiostomus xanthurus",14.18
"NFM08-154","14","Leiostomus xanthurus",14.18
"NFM08-154","14","Leiostomus xanthurus",14.19
"NFM08-154","14","Leiostomus xanthurus",14.19
"NFM08-154","14","Leiostomus xanthurus",14.19
"NFM08-154","14","Leiostomus xanthurus",14.2
"NFM08-154","14","Leiostomus xanthurus",14.2
"NFM08-154","14","Leiostomus xanthurus",14.21
"NFM08-154","14","Leiostomus xanthurus",14.22
"NFM08-154","14","Leiostomus xanthurus",14.22
"NFM08-154","14","Leiostomus xanthurus",14.22
"NFM08-154","14","Leiostomus xanthurus",14.23
"NFM08-154","14","Leiostomus xanthurus",14.23
"NFM08-154","14","Leiostomus xanthurus",14.23
"NFM08-154","14","Leiostomus xanthurus",14.23
"NFM08-154","14","Leiostomus xanthurus",14.23
"NFM08-154","14","Leiostomus xanthurus",14.24
"NFM08-154","14","Leiostomus xanthurus",14.24
"NFM08-154","14","Leiostomus xanthurus",14.25
"NFM08-154","14","Leiostomus xanthurus",14.25
"NFM08-154","14","Leiostomus xanthurus",14.25
"NFM08-154","14","Leiostomus xanthurus",14.25
"NFM08-154","14","Leiostomus xanthurus",14.25
"NFM08-154","14","Leiostomus xanthurus",14.25
"NFM08-154","14","Leiostomus xanthurus",14.26
"NFM08-154","14","Leiostomus xanthurus",14.26
"NFM08-154","14","Leiostomus xanthurus",14.26
"NFM08-154","14","Leiostomus xanthurus",14.26
"NFM08-154","14","Leiostomus xanthurus",14.26
"NFM08-154","14","Leiostomus xanthurus",14.26
"NFM08-154","14","Leiostomus xanthurus",14.26
"NFM08-154","14","Leiostomus xanthurus",14.26
"NFM08-154","14","Leiostomus xanthurus",14.27
"NFM08-154","14","Leiostomus xanthurus",14.27
"NFM08-154","14","Leiostomus xanthurus",14.27
"NFM08-154","14","Leiostomus xanthurus",14.27
"NFM08-154","14","Leiostomus xanthurus",14.28
"NFM08-154","14","Leiostomus xanthurus",14.28
"NFM08-154","14","Leiostomus xanthurus",14.28
"NFM08-154","14","Leiostomus xanthurus",14.28
"NFM08-154","14","Leiostomus xanthurus",14.28
"NFM08-154","14","Leiostomus xanthurus",14.29
"NFM08-154","14","Leiostomus xanthurus",14.3
"NFM08-154","14","Leiostomus xanthurus",14.3
"NFM08-154","14","Leiostomus xanthurus",14.3
"NFM08-154","14","Leiostomus xanthurus",14.31
"NFM08-154","14","Leiostomus xanthurus",14.31
"NFM08-154","14","Leiostomus xanthurus",14.32
"NFM08-154","14","Leiostomus xanthurus",14.32
"NFM08-154","14","Leiostomus xanthurus",14.33
"NFM08-154","14","Leiostomus xanthurus",14.33
"NFM08-154","14","Leiostomus xanthurus",14.33
"NFM08-154","14","Leiostomus xanthurus",14.34
"NFM08-154","14","Leiostomus xanthurus",14.34
"NFM08-154","14","Leiostomus xanthurus",14.35
"NFM08-154","14","Leiostomus xanthurus",14.35
"NFM08-154","14","Leiostomus xanthurus",14.37
"NFM08-154","14","Leiostomus xanthurus",14.37
"NFM08-154","14","Leiostomus xanthurus",14.37
"NFM08-154","14","Leiostomus xanthurus",14.37
"NFM08-154","14","Leiostomus xanthurus",14.37
"NFM08-154","14","Leiostomus xanthurus",14.37
"NFM08-154","14","Leiostomus xanthurus",14.38
"NFM08-154","14","Leiostomus xanthurus",14.39
"NFM08-154","14","Leiostomus xanthurus",14.39
"NFM08-154","14","Leiostomus xanthurus",14.39
"NFM08-154","14","Leiostomus xanthurus",14.39
"NFM08-154","14","Leiostomus xanthurus",14.4
"NFM08-154","14","Leiostomus xanthurus",14.4
"NFM08-154","14","Leiostomus xanthurus",14.4
"NFM08-154","14","Leiostomus xanthurus",14.4
"NFM08-154","14","Leiostomus xanthurus",14.4
"NFM08-154","14","Leiostomus xanthurus",14.41
"NFM08-154","14","Leiostomus xanthurus",14.41
"NFM08-154","14","Leiostomus xanthurus",14.41
"NFM08-154","14","Leiostomus xanthurus",14.42
"NFM08-154","14","Leiostomus xanthurus",14.42
"NFM08-154","14","Leiostomus xanthurus",14.42
"NFM08-154","14","Leiostomus xanthurus",14.42
"NFM08-154","14","Leiostomus xanthurus",14.43
"NFM08-154","14","Leiostomus xanthurus",14.43
"NFM08-154","14","Leiostomus xanthurus",14.43
"NFM08-154","14","Leiostomus xanthurus",14.43
"NFM08-154","14","Leiostomus xanthurus",14.43
"NFM08-154","14","Leiostomus xanthurus",14.43
"NFM08-154","14","Leiostomus xanthurus",14.43
"NFM08-154","14","Leiostomus xanthurus",14.43
"NFM08-154","14","Leiostomus xanthurus",14.44
"NFM08-154","14","Leiostomus xanthurus",14.44
"NFM08-154","14","Leiostomus xanthurus",14.44
"NFM08-154","14","Leiostomus xanthurus",14.44
"NFM08-154","14","Leiostomus xanthurus",14.44
"NFM08-154","14","Leiostomus xanthurus",14.44
"NFM08-154","14","Leiostomus xanthurus",14.44
"NFM08-154","14","Leiostomus xanthurus",14.45
"NFM08-154","14","Leiostomus xanthurus",14.46
"NFM08-154","14","Leiostomus xanthurus",14.46
"NFM08-154","14","Leiostomus xanthurus",14.46
"NFM08-154","14","Leiostomus xanthurus",14.46
"NFM08-154","14","Leiostomus xanthurus",14.47
"NFM08-154","14","Leiostomus xanthurus",14.47
"NFM08-154","14","Leiostomus xanthurus",14.47
"NFM08-154","14","Leiostomus xanthurus",14.47
"NFM08-154","14","Leiostomus xanthurus",14.48
"NFM08-154","14","Leiostomus xanthurus",14.48
"NFM08-154","14","Leiostomus xanthurus",14.48
"NFM08-154","14","Leiostomus xanthurus",14.48
"NFM08-154","14","Leiostomus xanthurus",14.49
"NFM08-154","14","Leiostomus xanthurus",14.49
"NFM08-154","14","Leiostomus xanthurus",14.5
"NFM08-154","14","Leiostomus xanthurus",14.5
"NFM08-154","14","Leiostomus xanthurus",14.51
"NFM08-154","14","Leiostomus xanthurus",14.51
"NFM08-154","14","Leiostomus xanthurus",14.51
"NFM08-154","14","Leiostomus xanthurus",14.52
"NFM08-154","14","Leiostomus xanthurus",14.52
"NFM08-154","14","Leiostomus xanthurus",14.53
"NFM08-154","14","Leiostomus xanthurus",14.54
"NFM08-154","14","Leiostomus xanthurus",14.54
"NFM08-154","14","Leiostomus xanthurus",14.55
"NFM08-154","14","Leiostomus xanthurus",14.55
"NFM08-154","14","Leiostomus xanthurus",14.55
"NFM08-154","14","Leiostomus xanthurus",14.56
"NFM08-154","14","Leiostomus xanthurus",14.56
"NFM08-154","14","Leiostomus xanthurus",14.57
"NFM08-154","14","Leiostomus xanthurus",14.57
"NFM08-154","14","Leiostomus xanthurus",14.59
"NFM08-154","14","Leiostomus xanthurus",14.61
"NFM08-154","14","Leiostomus xanthurus",14.61
"NFM08-154","14","Leiostomus xanthurus",14.63
"NFM08-154","14","Leiostomus xanthurus",14.63
"NFM08-154","14","Leiostomus xanthurus",14.63
"NFM08-154","14","Leiostomus xanthurus",14.64
"NFM08-154","14","Leiostomus xanthurus",14.64
"NFM08-154","14","Leiostomus xanthurus",14.65
"NFM08-154","14","Leiostomus xanthurus",14.65
"NFM08-154","14","Leiostomus xanthurus",14.65
"NFM08-154","14","Leiostomus xanthurus",14.65
"NFM08-154","14","Leiostomus xanthurus",14.66
"NFM08-154","14","Leiostomus xanthurus",14.66
"NFM08-154","14","Leiostomus xanthurus",14.66
"NFM08-154","14","Leiostomus xanthurus",14.66
"NFM08-154","14","Leiostomus xanthurus",14.67
"NFM08-154","14","Leiostomus xanthurus",14.67
"NFM08-154","14","Leiostomus xanthurus",14.68
"NFM08-154","14","Leiostomus xanthurus",14.68
"NFM08-154","14","Leiostomus xanthurus",14.68
"NFM08-154","14","Leiostomus xanthurus",14.68
"NFM08-154","14","Leiostomus xanthurus",14.7
"NFM08-154","14","Leiostomus xanthurus",14.7
"NFM08-154","14","Leiostomus xanthurus",14.7
"NFM08-154","14","Leiostomus xanthurus",14.7
"NFM08-154","14","Leiostomus xanthurus",14.72
"NFM08-154","14","Leiostomus xanthurus",14.72
"NFM08-154","14","Leiostomus xanthurus",14.72
"NFM08-154","14","Leiostomus xanthurus",14.72
"NFM08-154","14","Leiostomus xanthurus",14.73
"NFM08-154","14","Leiostomus xanthurus",14.73
"NFM08-154","14","Leiostomus xanthurus",14.73
"NFM08-154","14","Leiostomus xanthurus",14.74
"NFM08-154","14","Leiostomus xanthurus",14.74
"NFM08-154","14","Leiostomus xanthurus",14.74
"NFM08-154","14","Leiostomus xanthurus",14.74
"NFM08-154","14","Leiostomus xanthurus",14.75
"NFM08-154","14","Leiostomus xanthurus",14.75
"NFM08-154","14","Leiostomus xanthurus",14.76
"NFM08-154","14","Leiostomus xanthurus",14.76
"NFM08-154","14","Leiostomus xanthurus",14.76
"NFM08-154","14","Leiostomus xanthurus",14.77
"NFM08-154","14","Leiostomus xanthurus",14.77
"NFM08-154","14","Leiostomus xanthurus",14.78
"NFM08-154","14","Leiostomus xanthurus",14.78
"NFM08-154","14","Leiostomus xanthurus",14.78
"NFM08-154","14","Leiostomus xanthurus",14.79
"NFM08-154","14","Leiostomus xanthurus",14.79
"NFM08-154","14","Leiostomus xanthurus",14.79
"NFM08-154","14","Leiostomus xanthurus",14.79
"NFM08-154","14","Leiostomus xanthurus",14.79
"NFM08-154","14","Leiostomus xanthurus",14.8
"NFM08-154","14","Leiostomus xanthurus",14.81
"NFM08-154","14","Leiostomus xanthurus",14.81
"NFM08-154","14","Leiostomus xanthurus",14.82
"NFM08-154","14","Leiostomus xanthurus",14.82
"NFM08-154","14","Leiostomus xanthurus",14.82
"NFM08-154","14","Leiostomus xanthurus",14.83
"NFM08-154","14","Leiostomus xanthurus",14.83
"NFM08-154","14","Leiostomus xanthurus",14.84
"NFM08-154","14","Leiostomus xanthurus",14.84
"NFM08-154","14","Leiostomus xanthurus",14.85
"NFM08-154","14","Leiostomus xanthurus",14.86
"NFM08-154","14","Leiostomus xanthurus",14.86
"NFM08-154","14","Leiostomus xanthurus",14.87
"NFM08-154","14","Leiostomus xanthurus",14.88
"NFM08-154","14","Leiostomus xanthurus",14.88
"NFM08-154","14","Leiostomus xanthurus",14.88
"NFM08-154","14","Leiostomus xanthurus",14.89
"NFM08-154","14","Leiostomus xanthurus",14.89
"NFM08-154","14","Leiostomus xanthurus",14.9
"NFM08-154","14","Leiostomus xanthurus",14.9
"NFM08-154","14","Leiostomus xanthurus",14.9
"NFM08-154","14","Leiostomus xanthurus",14.91
"NFM08-154","14","Leiostomus xanthurus",14.92
"NFM08-154","14","Leiostomus xanthurus",14.92
"NFM08-154","14","Leiostomus xanthurus",14.92
"NFM08-154","14","Leiostomus xanthurus",14.92
"NFM08-154","14","Leiostomus xanthurus",14.92
"NFM08-154","14","Leiostomus xanthurus",14.93
"NFM08-154","14","Leiostomus xanthurus",14.94
"NFM08-154","14","Leiostomus xanthurus",14.95
"NFM08-154","14","Leiostomus xanthurus",14.95
"NFM08-154","14","Leiostomus xanthurus",14.95
"NFM08-154","14","Leiostomus xanthurus",14.96
"NFM08-154","14","Leiostomus xanthurus",14.96
"NFM08-154","14","Leiostomus xanthurus",14.97
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",14.99
"NFM08-154","14","Leiostomus xanthurus",15
"NFM08-154","14","Leiostomus xanthurus",15.01
"NFM08-154","14","Leiostomus xanthurus",15.01
"NFM08-154","14","Leiostomus xanthurus",15.02
"NFM08-154","14","Leiostomus xanthurus",15.03
"NFM08-154","14","Leiostomus xanthurus",15.03
"NFM08-154","14","Leiostomus xanthurus",15.04
"NFM08-154","14","Leiostomus xanthurus",15.04
"NFM08-154","14","Leiostomus xanthurus",15.04
"NFM08-154","14","Leiostomus xanthurus",15.04
"NFM08-154","14","Leiostomus xanthurus",15.04
"NFM08-154","14","Leiostomus xanthurus",15.05
"NFM08-154","14","Leiostomus xanthurus",15.05
"NFM08-154","14","Leiostomus xanthurus",15.05
"NFM08-154","14","Leiostomus xanthurus",15.07
"NFM08-154","14","Leiostomus xanthurus",15.07
"NFM08-154","14","Leiostomus xanthurus",15.08
"NFM08-154","14","Leiostomus xanthurus",15.09
"NFM08-154","14","Leiostomus xanthurus",15.09
"NFM08-154","14","Leiostomus xanthurus",15.09
"NFM08-154","14","Leiostomus xanthurus",15.1
"NFM08-154","14","Leiostomus xanthurus",15.1
"NFM08-154","14","Leiostomus xanthurus",15.1
"NFM08-154","14","Leiostomus xanthurus",15.11
"NFM08-154","14","Leiostomus xanthurus",15.12
"NFM08-154","14","Leiostomus xanthurus",15.12
"NFM08-154","14","Leiostomus xanthurus",15.12
"NFM08-154","14","Leiostomus xanthurus",15.13
"NFM08-154","14","Leiostomus xanthurus",15.13
"NFM08-154","14","Leiostomus xanthurus",15.13
"NFM08-154","14","Leiostomus xanthurus",15.13
"NFM08-154","14","Leiostomus xanthurus",15.14
"NFM08-154","14","Leiostomus xanthurus",15.14
"NFM08-154","14","Leiostomus xanthurus",15.14
"NFM08-154","14","Leiostomus xanthurus",15.14
"NFM08-154","14","Leiostomus xanthurus",15.15
"NFM08-154","14","Leiostomus xanthurus",15.15
"NFM08-154","14","Leiostomus xanthurus",15.15
"NFM08-154","14","Leiostomus xanthurus",15.15
"NFM08-154","14","Leiostomus xanthurus",15.15
"NFM08-154","14","Leiostomus xanthurus",15.16
"NFM08-154","14","Leiostomus xanthurus",15.16
"NFM08-154","14","Leiostomus xanthurus",15.17
"NFM08-154","14","Leiostomus xanthurus",15.17
"NFM08-154","14","Leiostomus xanthurus",15.18
"NFM08-154","14","Leiostomus xanthurus",15.18
"NFM08-154","14","Leiostomus xanthurus",15.18
"NFM08-154","14","Leiostomus xanthurus",15.18
"NFM08-154","14","Leiostomus xanthurus",15.19
"NFM08-154","14","Leiostomus xanthurus",15.19
"NFM08-154","14","Leiostomus xanthurus",15.19
"NFM08-154","14","Leiostomus xanthurus",15.2
"NFM08-154","14","Leiostomus xanthurus",15.2
"NFM08-154","14","Leiostomus xanthurus",15.2
"NFM08-154","14","Leiostomus xanthurus",15.21
"NFM08-154","14","Leiostomus xanthurus",15.21
"NFM08-154","14","Leiostomus xanthurus",15.21
"NFM08-154","14","Leiostomus xanthurus",15.22
"NFM08-154","14","Leiostomus xanthurus",15.22
"NFM08-154","14","Leiostomus xanthurus",15.22
"NFM08-154","14","Leiostomus xanthurus",15.22
"NFM08-154","14","Leiostomus xanthurus",15.23
"NFM08-154","14","Leiostomus xanthurus",15.23
"NFM08-154","14","Leiostomus xanthurus",15.23
"NFM08-154","14","Leiostomus xanthurus",15.23
"NFM08-154","14","Leiostomus xanthurus",15.23
"NFM08-154","14","Leiostomus xanthurus",15.23
"NFM08-154","14","Leiostomus xanthurus",15.25
"NFM08-154","14","Leiostomus xanthurus",15.26
"NFM08-154","14","Leiostomus xanthurus",15.27
"NFM08-154","14","Leiostomus xanthurus",15.27
"NFM08-154","14","Leiostomus xanthurus",15.29
"NFM08-154","14","Leiostomus xanthurus",15.29
"NFM08-154","14","Leiostomus xanthurus",15.3
"NFM08-154","14","Leiostomus xanthurus",15.3
"NFM08-154","14","Leiostomus xanthurus",15.3
"NFM08-154","14","Leiostomus xanthurus",15.32
"NFM08-154","14","Leiostomus xanthurus",15.32
"NFM08-154","14","Leiostomus xanthurus",15.32
"NFM08-154","14","Leiostomus xanthurus",15.32
"NFM08-154","14","Leiostomus xanthurus",15.34
"NFM08-154","14","Leiostomus xanthurus",15.36
"NFM08-154","14","Leiostomus xanthurus",15.36
"NFM08-154","14","Leiostomus xanthurus",15.36
"NFM08-154","14","Leiostomus xanthurus",15.37
"NFM08-154","14","Leiostomus xanthurus",15.37
"NFM08-154","14","Leiostomus xanthurus",15.37
"NFM08-154","14","Leiostomus xanthurus",15.38
"NFM08-154","14","Leiostomus xanthurus",15.38
"NFM08-154","14","Leiostomus xanthurus",15.41
"NFM08-154","14","Leiostomus xanthurus",15.42
"NFM08-154","14","Leiostomus xanthurus",15.43
"NFM08-154","14","Leiostomus xanthurus",15.44
"NFM08-154","14","Leiostomus xanthurus",15.44
"NFM08-154","14","Leiostomus xanthurus",15.45
"NFM08-154","14","Leiostomus xanthurus",15.45
"NFM08-154","14","Leiostomus xanthurus",15.45
"NFM08-154","14","Leiostomus xanthurus",15.45
"NFM08-154","14","Leiostomus xanthurus",15.45
"NFM08-154","14","Leiostomus xanthurus",15.46
"NFM08-154","14","Leiostomus xanthurus",15.47
"NFM08-154","14","Leiostomus xanthurus",15.49
"NFM08-154","14","Leiostomus xanthurus",15.5
"NFM08-154","14","Leiostomus xanthurus",15.5
"NFM08-154","14","Leiostomus xanthurus",15.51
"NFM08-154","14","Leiostomus xanthurus",15.51
"NFM08-154","14","Leiostomus xanthurus",15.52
"NFM08-154","14","Leiostomus xanthurus",15.53
"NFM08-154","14","Leiostomus xanthurus",15.53
"NFM08-154","14","Leiostomus xanthurus",15.53
"NFM08-154","14","Leiostomus xanthurus",15.53
"NFM08-154","14","Leiostomus xanthurus",15.54
"NFM08-154","14","Leiostomus xanthurus",15.54
"NFM08-154","14","Leiostomus xanthurus",15.54
"NFM08-154","14","Leiostomus xanthurus",15.54
"NFM08-154","14","Leiostomus xanthurus",15.55
"NFM08-154","14","Leiostomus xanthurus",15.55
"NFM08-154","14","Leiostomus xanthurus",15.56
"NFM08-154","14","Leiostomus xanthurus",15.56
"NFM08-154","14","Leiostomus xanthurus",15.57
"NFM08-154","14","Leiostomus xanthurus",15.59
"NFM08-154","14","Leiostomus xanthurus",15.59
"NFM08-154","14","Leiostomus xanthurus",15.59
"NFM08-154","14","Leiostomus xanthurus",15.59
"NFM08-154","14","Leiostomus xanthurus",15.59
"NFM08-154","14","Leiostomus xanthurus",15.59
"NFM08-154","14","Leiostomus xanthurus",15.6
"NFM08-154","14","Leiostomus xanthurus",15.6
"NFM08-154","14","Leiostomus xanthurus",15.61
"NFM08-154","14","Leiostomus xanthurus",15.61
"NFM08-154","14","Leiostomus xanthurus",15.62
"NFM08-154","14","Leiostomus xanthurus",15.64
"NFM08-154","14","Leiostomus xanthurus",15.64
"NFM08-154","14","Leiostomus xanthurus",15.65
"NFM08-154","14","Leiostomus xanthurus",15.66
"NFM08-154","14","Leiostomus xanthurus",15.67
"NFM08-154","14","Leiostomus xanthurus",15.67
"NFM08-154","14","Leiostomus xanthurus",15.67
"NFM08-154","14","Leiostomus xanthurus",15.68
"NFM08-154","14","Leiostomus xanthurus",15.69
"NFM08-154","14","Leiostomus xanthurus",15.69
"NFM08-154","14","Leiostomus xanthurus",15.69
"NFM08-154","14","Leiostomus xanthurus",15.71
"NFM08-154","14","Leiostomus xanthurus",15.72
"NFM08-154","14","Leiostomus xanthurus",15.72
"NFM08-154","14","Leiostomus xanthurus",15.73
"NFM08-154","14","Leiostomus xanthurus",15.73
"NFM08-154","14","Leiostomus xanthurus",15.75
"NFM08-154","14","Leiostomus xanthurus",15.75
"NFM08-154","14","Leiostomus xanthurus",15.76
"NFM08-154","14","Leiostomus xanthurus",15.77
"NFM08-154","14","Leiostomus xanthurus",15.78
"NFM08-154","14","Leiostomus xanthurus",15.79
"NFM08-154","14","Leiostomus xanthurus",15.79
"NFM08-154","14","Leiostomus xanthurus",15.8
"NFM08-154","14","Leiostomus xanthurus",15.8
"NFM08-154","14","Leiostomus xanthurus",15.8
"NFM08-154","14","Leiostomus xanthurus",15.82
"NFM08-154","14","Leiostomus xanthurus",15.82
"NFM08-154","14","Leiostomus xanthurus",15.82
"NFM08-154","14","Leiostomus xanthurus",15.82
"NFM08-154","14","Leiostomus xanthurus",15.82
"NFM08-154","14","Leiostomus xanthurus",15.87
"NFM08-154","14","Leiostomus xanthurus",15.87
"NFM08-154","14","Leiostomus xanthurus",15.87
"NFM08-154","14","Leiostomus xanthurus",15.87
"NFM08-154","14","Leiostomus xanthurus",15.88
"NFM08-154","14","Leiostomus xanthurus",15.9
"NFM08-154","14","Leiostomus xanthurus",15.91
"NFM08-154","14","Leiostomus xanthurus",15.93
"NFM08-154","14","Leiostomus xanthurus",15.93
"NFM08-154","14","Leiostomus xanthurus",15.95
"NFM08-154","14","Leiostomus xanthurus",15.95
"NFM08-154","14","Leiostomus xanthurus",15.95
"NFM08-154","14","Leiostomus xanthurus",15.96
"NFM08-154","14","Leiostomus xanthurus",15.96
"NFM08-154","14","Leiostomus xanthurus",15.97
"NFM08-154","14","Leiostomus xanthurus",15.98
"NFM08-154","14","Leiostomus xanthurus",15.98
"NFM08-154","14","Leiostomus xanthurus",16
"NFM08-154","14","Leiostomus xanthurus",16
"NFM08-154","14","Leiostomus xanthurus",16.01
"NFM08-154","14","Leiostomus xanthurus",16.01
"NFM08-154","14","Leiostomus xanthurus",16.02
"NFM08-154","14","Leiostomus xanthurus",16.02
"NFM08-154","14","Leiostomus xanthurus",16.02
